time,变频器电网侧有功功率,外界温度,风向,风速
2018-01-05 03:08:30,0.0000000,0.2800000,0.0300098,0.0289891
2018-01-05 03:09:00,0.0000000,0.2800000,0.0832318,0.0199666
2018-01-05 03:09:30,0.0000000,0.2800000,0.0303949,0.0101086
2018-01-05 03:10:00,0.0000000,0.2800000,0.9534472,0.0050125
2018-01-05 03:10:30,0.0000000,0.2800000,0.9145248,0.0076023
2018-01-05 03:11:00,0.0000000,0.2800000,0.9981561,0.0082707
2018-01-05 03:11:30,0.0000000,0.2800000,0.9623345,0.0119465
2018-01-05 03:12:00,0.0000000,0.2800000,0.0186363,0.0354219
2018-01-05 03:12:30,0.0000000,0.2800000,0.9336175,0.0533835
2018-01-05 03:13:00,0.0000000,0.2800000,0.8400486,0.0513784
2018-01-05 03:13:30,0.0000000,0.2800000,0.8087577,0.0422723
2018-01-05 03:14:00,0.0000000,0.2800000,0.9752406,0.0192982
2018-01-05 03:14:30,0.0000000,0.2800000,0.0150878,0.0191312
2018-01-05 03:15:00,0.0000000,0.2800000,0.0074093,0.0497076
2018-01-05 03:15:30,0.0000000,0.2800000,0.9691652,0.0507101
2018-01-05 03:16:00,0.0000000,0.2800000,0.9488896,0.0408521
2018-01-05 03:16:30,0.0000000,0.2800000,0.9325375,0.0278195
2018-01-05 03:17:00,0.0000000,0.2800000,0.0062088,0.0285714
2018-01-05 03:17:30,0.0000000,0.2800000,0.0385304,0.0365915
2018-01-05 03:18:00,0.0000000,0.2800000,0.0334207,0.0355054
2018-01-05 03:18:30,0.0000000,0.2800000,0.0588890,0.0548872
2018-01-05 03:19:00,0.0000000,0.2800000,0.0717445,0.0447786
2018-01-05 03:19:30,0.0000000,0.2800000,0.0652746,0.0464495
2018-01-05 03:20:00,0.0000000,0.2800000,0.0395369,0.0513784
2018-01-05 03:20:30,0.0000000,0.2800000,0.0342592,0.0605681
2018-01-05 03:21:00,0.0000000,0.2800000,0.0444451,0.0536341
2018-01-05 03:21:30,0.0000000,0.2800000,0.0304627,0.0598162
2018-01-05 03:22:00,0.0000000,0.2800000,0.0215741,0.0706767
2018-01-05 03:22:30,0.0000000,0.2800000,0.0297222,0.0828739
2018-01-05 03:23:00,0.0000000,0.2800000,0.0425926,0.0591479
2018-01-05 03:23:30,0.0000000,0.2800000,0.0556482,0.0519632
2018-01-05 03:24:00,0.0000000,0.2800000,0.0510185,0.0592314
2018-01-05 03:24:30,0.0000000,0.2800000,0.0644441,0.0643275
2018-01-05 03:25:00,0.0000000,0.2800000,0.0533339,0.0529657
2018-01-05 03:25:30,0.0000000,0.2800000,0.0506483,0.0675021
2018-01-05 03:26:00,0.0000000,0.2800000,0.0554632,0.0776942
2018-01-05 03:26:30,0.0000000,0.2800000,0.0459259,0.0818713
2018-01-05 03:27:00,0.0000000,0.2800000,0.0505554,0.0887218
2018-01-05 03:27:30,0.0000000,0.2800000,0.0513953,0.0699248
2018-01-05 03:28:00,0.0000000,0.2785714,0.9880274,0.0479532
2018-01-05 03:28:30,0.0000000,0.2785714,0.9807524,0.0447786
2018-01-05 03:29:00,0.0000000,0.2785714,0.0021297,0.0715957
2018-01-05 03:29:30,0.0000000,0.2785714,0.0152780,0.0798663
2018-01-05 03:30:00,0.0000000,0.2785714,0.9917507,0.0665831
2018-01-05 03:30:30,0.0000000,0.2785714,0.9861109,0.0588137
2018-01-05 03:31:00,0.0000000,0.2785714,0.9918526,0.0689223
2018-01-05 03:31:30,0.0000000,0.2785714,0.9873147,0.0712615
2018-01-05 03:32:00,0.0000000,0.2785714,0.9880572,0.0568922
2018-01-05 03:32:30,0.0000000,0.2785714,0.9958355,0.0606516
2018-01-05 03:33:00,0.0000000,0.2785714,0.0214846,0.0836257
2018-01-05 03:33:30,0.0000000,0.2785714,0.0458319,0.0973266
2018-01-05 03:34:00,0.0000000,0.2785714,0.0525918,0.0887218
2018-01-05 03:34:30,0.0000000,0.2785714,0.0347223,0.0880535
2018-01-05 03:35:00,0.0000000,0.2785714,0.0407409,0.0747703
2018-01-05 03:35:30,0.0000000,0.2785714,0.0507411,0.0880535
2018-01-05 03:36:00,0.0000000,0.2785714,0.0554627,0.0821220
2018-01-05 03:36:30,0.0000000,0.2785714,0.0564819,0.0784461
2018-01-05 03:37:00,0.0000000,0.2785714,0.0900978,0.0690894
2018-01-05 03:37:30,0.0000000,0.2785714,0.0792609,0.0676692
2018-01-05 03:38:00,0.0000000,0.2785714,0.0606549,0.0618212
2018-01-05 03:38:30,0.0000000,0.2785714,0.0393559,0.0614035
2018-01-05 03:39:00,0.0000000,0.2785714,0.0518519,0.0754386
2018-01-05 03:39:30,0.0000000,0.2785714,0.0372224,0.0644946
2018-01-05 03:40:00,0.0000000,0.2785714,0.0237928,0.0718463
2018-01-05 03:40:30,0.0000000,0.2785714,0.0040740,0.0820384
2018-01-05 03:41:00,0.0000000,0.2785714,0.0023159,0.0922306
2018-01-05 03:41:30,0.0000000,0.2785714,0.9985183,0.0735171
2018-01-05 03:42:00,0.0000000,0.2785714,0.9940740,0.0910610
2018-01-05 03:42:30,0.0000000,0.2785714,0.0098144,0.0958229
2018-01-05 03:43:00,0.0000000,0.2785714,0.0133332,0.0910610
2018-01-05 03:43:30,0.0000000,0.2785714,0.0115741,0.1101921
2018-01-05 03:44:00,-0.0009593,0.2785714,0.0095371,0.0823726
2018-01-05 03:44:30,0.0001463,0.2785714,0.9890694,0.0832916
2018-01-05 03:45:00,0.0019837,0.2785714,0.9610184,0.0880535
2018-01-05 03:45:30,0.0101138,0.2785714,0.9671307,0.0964077
2018-01-05 03:46:00,0.0131707,0.2785714,0.9738884,0.0862155
2018-01-05 03:46:30,0.0258211,0.2785714,0.9837963,0.1055973
2018-01-05 03:47:00,0.0323415,0.2785714,0.9872221,0.1031746
2018-01-05 03:47:30,0.0386667,0.2785714,0.9828704,0.1155388
2018-01-05 03:48:00,0.0380813,0.2785714,0.9709259,0.1064327
2018-01-05 03:48:30,0.0362439,0.2785714,0.9628704,0.1046784
2018-01-05 03:49:00,0.0379512,0.2785714,0.9709259,0.1126984
2018-01-05 03:49:30,0.0300000,0.2785714,0.9829630,0.1005013
2018-01-05 03:50:00,0.0397886,0.2785714,0.9887044,0.1004177
2018-01-05 03:50:30,0.0436748,0.2785714,0.9949074,0.1210526
2018-01-05 03:51:00,0.0456098,0.2785714,0.9925927,0.1193818
2018-01-05 03:51:30,0.0497561,0.2785714,0.9833333,0.1234754
2018-01-05 03:52:00,0.0466992,0.2785714,0.9792593,0.1198830
2018-01-05 03:52:30,0.0441301,0.2785714,0.9761111,0.1121972
2018-01-05 03:53:00,0.0384390,0.2785714,0.9633332,0.0989975
2018-01-05 03:53:30,0.0339675,0.2785714,0.9509259,0.0970760
2018-01-05 03:54:00,0.0331545,0.2785714,0.9352778,0.0933166
2018-01-05 03:54:30,0.0304228,0.2785714,0.9159259,0.0958229
2018-01-05 03:55:00,0.0211870,0.2785714,0.9150926,0.0863826
2018-01-05 03:55:30,0.0204878,0.2785714,0.9187037,0.0879699
2018-01-05 03:56:00,0.0186341,0.2785714,0.9222221,0.0837928
2018-01-05 03:56:30,0.0146016,0.2785714,0.9172223,0.0768588
2018-01-05 03:57:00,0.0249593,0.2785714,0.9187031,0.0836257
2018-01-05 03:57:30,0.0378862,0.2785714,0.9288888,0.1000000
2018-01-05 03:58:00,0.0372195,0.2785714,0.9357409,0.0943191
2018-01-05 03:58:30,0.0362602,0.2785714,0.9425003,0.0908939
2018-01-05 03:59:00,0.0372683,0.2785714,0.9428704,0.0932331
2018-01-05 03:59:30,0.0409083,0.2785714,0.9413345,0.0948924
2018-01-05 04:00:00,0.0407805,0.2785714,0.9265741,0.0929825
2018-01-05 04:00:30,0.0432520,0.2785714,0.9293519,0.1026734
2018-01-05 04:01:00,0.0453171,0.2785714,0.9275000,0.0982456
2018-01-05 04:01:30,0.0509756,0.2785714,0.9254630,0.1057644
2018-01-05 04:02:00,0.0526179,0.2785714,0.9295370,0.1040936
2018-01-05 04:02:30,0.0594634,0.2785714,0.9358332,0.1093567
2018-01-05 04:03:00,0.0519350,0.2785714,0.9423149,0.1098580
2018-01-05 04:03:30,0.0531382,0.2785714,0.9422222,0.1021721
2018-01-05 04:04:00,0.0512195,0.2785714,0.9312030,0.0973266
2018-01-05 04:04:30,0.0469756,0.2785714,0.9267593,0.0924812
2018-01-05 04:05:00,0.0484065,0.2785714,0.9240741,0.0989140
2018-01-05 04:05:30,0.0508293,0.2785714,0.9266667,0.1003342
2018-01-05 04:06:00,0.0459837,0.2785714,0.9245370,0.0941520
2018-01-05 04:06:30,0.0513008,0.2785714,0.9319444,0.0948204
2018-01-05 04:07:00,0.0508780,0.2785714,0.9362037,0.0927318
2018-01-05 04:07:30,0.0511545,0.2785714,0.9387037,0.0964077
2018-01-05 04:08:00,0.0489106,0.2785714,0.9354630,0.0915622
2018-01-05 04:08:30,0.0393496,0.2771429,0.9378704,0.0893066
2018-01-05 04:09:00,0.0446341,0.2785714,0.9353704,0.0964912
2018-01-05 04:09:30,0.0459675,0.2771429,0.9374075,0.0912281
2018-01-05 04:10:00,0.0523577,0.2785714,0.9389815,0.0979114
2018-01-05 04:10:30,0.0530081,0.2771429,0.9409259,0.0957393
2018-01-05 04:11:00,0.0474472,0.2771429,0.9407407,0.0912281
2018-01-05 04:11:30,0.0443902,0.2785714,0.9408334,0.0910610
2018-01-05 04:12:00,0.0434472,0.2771429,0.9369445,0.0872180
2018-01-05 04:12:30,0.0475610,0.2771429,0.9366666,0.0915622
2018-01-05 04:13:00,0.0453171,0.2771429,0.9433333,0.0905597
2018-01-05 04:13:30,0.0354146,0.2771429,0.9464813,0.0867168
2018-01-05 04:14:00,0.0368130,0.2771429,0.9523147,0.0913952
2018-01-05 04:14:30,0.0440650,0.2771429,0.9469441,0.0903926
2018-01-05 04:15:00,0.0446829,0.2771429,0.9455555,0.0883041
2018-01-05 04:15:30,0.0509593,0.2771429,0.9481482,0.0908104
2018-01-05 04:16:00,0.0598374,0.2771429,0.9510185,0.1016708
2018-01-05 04:16:30,0.0588455,0.2771429,0.9589815,0.0989140
2018-01-05 04:17:00,0.0607642,0.2771429,0.9525926,0.1035923
2018-01-05 04:17:30,0.0537236,0.2771429,0.9483333,0.0962406
2018-01-05 04:18:00,0.0511707,0.2771429,0.9493519,0.0952381
2018-01-05 04:18:30,0.0534797,0.2771429,0.9436111,0.0908939
2018-01-05 04:19:00,0.0493659,0.2771429,0.9452778,0.0889724
2018-01-05 04:19:30,0.0494472,0.2771429,0.9453704,0.0906433
2018-01-05 04:20:00,0.0483415,0.2771429,0.9415742,0.0894737
2018-01-05 04:20:30,0.0475772,0.2771429,0.9342593,0.0876358
2018-01-05 04:21:00,0.0501138,0.2771429,0.9270370,0.0879699
2018-01-05 04:21:30,0.0636911,0.2757143,0.9362037,0.1053467
2018-01-05 04:22:00,0.0710894,0.2771429,0.9310185,0.1081036
2018-01-05 04:22:30,0.0672846,0.2771429,0.9373148,0.1072682
2018-01-05 04:23:00,0.0614146,0.2757143,0.9369441,0.1016708
2018-01-05 04:23:30,0.0622927,0.2771429,0.9366667,0.1043442
2018-01-05 04:24:00,0.0623415,0.2771429,0.9468519,0.1035088
2018-01-05 04:24:30,0.0553008,0.2757143,0.9472223,0.0988304
2018-01-05 04:25:00,0.0379187,0.2757143,0.9414815,0.0881370
2018-01-05 04:25:30,0.0375285,0.2757143,0.9373149,0.0797828
2018-01-05 04:26:00,0.0389268,0.2757143,0.9400000,0.0783626
2018-01-05 04:26:30,0.0417073,0.2757143,0.9426852,0.0855472
2018-01-05 04:27:00,0.0339675,0.2757143,0.9473148,0.0812865
2018-01-05 04:27:30,0.0235772,0.2757143,0.9388889,0.0721805
2018-01-05 04:28:00,0.0125854,0.2757143,0.9310184,0.0644110
2018-01-05 04:28:30,0.0041463,0.2757143,0.9299074,0.0629908
2018-01-05 04:29:00,-0.0001138,0.2757143,0.9368518,0.0596491
2018-01-05 04:29:30,0.0033821,0.2757143,0.9479631,0.0598162
2018-01-05 04:30:00,0.0089106,0.2757143,0.9364822,0.0621554
2018-01-05 04:30:30,0.0135122,0.2757143,0.9248148,0.0783626
2018-01-05 04:31:00,0.0080488,0.2757143,0.9228704,0.0687552
2018-01-05 04:31:30,0.0037398,0.2757143,0.9211111,0.0637427
2018-01-05 04:32:00,0.0011707,0.2757143,0.9326868,0.0679198
2018-01-05 04:32:30,0.0015122,0.2757143,0.9453704,0.0652464
2018-01-05 04:33:00,0.0057073,0.2757143,0.9379630,0.0710944
2018-01-05 04:33:30,0.0058537,0.2757143,0.9244444,0.0710944
2018-01-05 04:34:00,0.0021626,0.2757143,0.9159261,0.0628237
2018-01-05 04:34:30,-0.0003740,0.2757143,0.8853616,0.0533835
2018-01-05 04:35:00,-0.0001301,0.2757143,0.9104628,0.0740184
2018-01-05 04:35:30,0.0002927,0.2757143,0.9256518,0.0609858
2018-01-05 04:36:00,0.0062276,0.2757143,0.9162044,0.0612364
2018-01-05 04:36:30,0.0109431,0.2757143,0.9251852,0.0710944
2018-01-05 04:37:00,0.0145691,0.2757143,0.9287962,0.0720969
2018-01-05 04:37:30,0.0121789,0.2757143,0.9282407,0.0740184
2018-01-05 04:38:00,0.0106829,0.2757143,0.9320370,0.0728488
2018-01-05 04:38:30,0.0126829,0.2757143,0.9307411,0.0744361
2018-01-05 04:39:00,0.0118374,0.2757143,0.9330556,0.0688388
2018-01-05 04:39:30,0.0109106,0.2757143,0.9312037,0.0689223
2018-01-05 04:40:00,0.0089756,0.2757143,0.9324077,0.0664996
2018-01-05 04:40:30,0.0012520,0.2757143,0.9124998,0.0570593
2018-01-05 04:41:00,-0.0002114,0.2757143,0.9290768,0.0615706
2018-01-05 04:41:30,-0.0003577,0.2757143,0.9432407,0.0614035
2018-01-05 04:42:00,-0.0000488,0.2757143,0.9537969,0.0609023
2018-01-05 04:42:30,-0.0004228,0.2757143,0.9560184,0.0627402
2018-01-05 04:43:00,-0.0004065,0.2757143,0.9457394,0.0552214
2018-01-05 04:43:30,-0.0002927,0.2757143,0.9310182,0.0418546
2018-01-05 04:44:00,0.0000000,0.2757143,0.9227784,0.0396825
2018-01-05 04:44:30,0.0000000,0.2757143,0.9006465,0.0472849
2018-01-05 04:45:00,-0.0009268,0.2757143,0.9047220,0.0615706
2018-01-05 04:45:30,-0.0004228,0.2757143,0.9117592,0.0630744
2018-01-05 04:46:00,0.0000813,0.2757143,0.9277779,0.0614035
2018-01-05 04:46:30,-0.0005691,0.2757143,0.9226852,0.0649123
2018-01-05 04:47:00,-0.0005203,0.2757143,0.9133333,0.0735171
2018-01-05 04:47:30,-0.0002114,0.2757143,0.9012040,0.0644110
2018-01-05 04:48:00,-0.0004390,0.2757143,0.9118487,0.0663325
2018-01-05 04:48:30,0.0011382,0.2757143,0.9376852,0.0629073
2018-01-05 04:49:00,0.0103415,0.2757143,0.9375000,0.0715121
2018-01-05 04:49:30,0.0112520,0.2757143,0.9359259,0.0699248
2018-01-05 04:50:00,0.0125691,0.2757143,0.9299074,0.0629908
2018-01-05 04:50:30,0.0157886,0.2757143,0.9240741,0.0679198
2018-01-05 04:51:00,0.0066341,0.2757143,0.9199995,0.0685046
2018-01-05 04:51:30,-0.0002276,0.2757143,0.9345383,0.0586466
2018-01-05 04:52:00,-0.0004065,0.2757143,0.9543520,0.0627402
2018-01-05 04:52:30,0.0001951,0.2757143,0.9666667,0.0695906
2018-01-05 04:53:00,0.0043252,0.2757143,0.9747222,0.0679198
2018-01-05 04:53:30,0.0054309,0.2757143,0.9812037,0.0690058
2018-01-05 04:54:00,0.0018537,0.2757143,0.9672218,0.0639098
2018-01-05 04:54:30,-0.0002114,0.2742857,0.9748148,0.0605681
2018-01-05 04:55:00,0.0001951,0.2757143,0.9900003,0.0637427
2018-01-05 04:55:30,0.0000325,0.2757143,0.9885191,0.0573935
2018-01-05 04:56:00,-0.0004878,0.2742857,0.9627765,0.0589808
2018-01-05 04:56:30,-0.0002764,0.2757143,0.9694428,0.0512114
2018-01-05 04:57:00,-0.0003740,0.2757143,0.9817587,0.0521303
2018-01-05 04:57:30,0.0000000,0.2757143,0.9713889,0.0559733
2018-01-05 04:58:00,-0.0008455,0.2742857,0.9572217,0.0538012
2018-01-05 04:58:30,-0.0001789,0.2757143,0.9344439,0.0522974
2018-01-05 04:59:00,-0.0003089,0.2742857,0.9223139,0.0513784
2018-01-05 04:59:30,-0.0004878,0.2742857,0.9286111,0.0487051
2018-01-05 05:00:00,-0.0002439,0.2742857,0.9279630,0.0482038
2018-01-05 05:00:30,0.0000000,0.2742857,0.9188897,0.0406015
2018-01-05 05:01:00,0.0000000,0.2742857,0.9078703,0.0370092
2018-01-05 05:01:30,0.0000000,0.2742857,0.9096336,0.0345029
2018-01-05 05:02:00,0.0000000,0.2742857,0.0346732,0.0247285
2018-01-05 05:02:30,0.0000000,0.2742857,0.0055648,0.0418546
2018-01-05 05:03:00,0.0000000,0.2742857,0.9714809,0.0378446
2018-01-05 05:03:30,0.0000000,0.2742857,0.9832413,0.0529657
2018-01-05 05:04:00,0.0000000,0.2742857,0.9868518,0.0536341
2018-01-05 05:04:30,0.0000000,0.2742857,0.9809251,0.0425230
2018-01-05 05:05:00,0.0000000,0.2742857,0.9815737,0.0588137
2018-01-05 05:05:30,0.0000000,0.2742857,0.9825926,0.0618212
2018-01-05 05:06:00,0.0000000,0.2742857,0.9806481,0.0553885
2018-01-05 05:06:30,0.0000000,0.2742857,0.9799056,0.0505430
2018-01-05 05:07:00,0.0000000,0.2742857,0.9755570,0.0578947
2018-01-05 05:07:30,0.0000000,0.2742857,0.9663889,0.0576441
2018-01-05 05:08:00,0.0000000,0.2742857,0.9649076,0.0526316
2018-01-05 05:08:30,0.0000000,0.2742857,0.9614813,0.0577277
2018-01-05 05:09:00,0.0000000,0.2742857,0.9612968,0.0654135
2018-01-05 05:09:30,0.0000000,0.2742857,0.9611100,0.0512949
2018-01-05 05:10:00,0.0000000,0.2742857,0.9590740,0.0586466
2018-01-05 05:10:30,0.0000000,0.2742857,0.9647223,0.0730994
2018-01-05 05:11:00,0.0000000,0.2742857,0.9735170,0.0658312
2018-01-05 05:11:30,0.0000000,0.2742857,0.9872223,0.0654971
2018-01-05 05:12:00,0.0000000,0.2742857,0.9777779,0.0634921
2018-01-05 05:12:30,0.0000000,0.2742857,0.9871297,0.0693400
2018-01-05 05:13:00,0.0000000,0.2742857,0.0001853,0.0630744
2018-01-05 05:13:30,0.0000000,0.2742857,0.9995370,0.0638262
2018-01-05 05:14:00,0.0000000,0.2742857,0.0059258,0.0615706
2018-01-05 05:14:30,0.0000000,0.2742857,0.9966667,0.0634085
2018-01-05 05:15:00,0.0000000,0.2742857,0.9856482,0.0643275
2018-01-05 05:15:30,0.0000000,0.2742857,0.9937024,0.0613200
2018-01-05 05:16:00,0.0000000,0.2742857,0.0226859,0.0664996
2018-01-05 05:16:30,0.0000000,0.2742857,0.0257408,0.0564745
2018-01-05 05:17:00,0.0000000,0.2742857,0.0117586,0.0562239
2018-01-05 05:17:30,0.0000000,0.2742857,0.9895424,0.0461988
2018-01-05 05:18:00,0.0000000,0.2742857,0.9642593,0.0288221
2018-01-05 05:18:30,0.0000000,0.2742857,0.9562148,0.0467836
2018-01-05 05:19:00,0.0000000,0.2742857,0.9835630,0.0383459
2018-01-05 05:19:30,0.0000000,0.2742857,0.9959255,0.0471178
2018-01-05 05:20:00,0.0000000,0.2742857,0.9760401,0.0269006
2018-01-05 05:20:30,0.0000000,0.2742857,0.9738889,0.0408521
2018-01-05 05:21:00,0.0000000,0.2742857,0.9557427,0.0381788
2018-01-05 05:21:30,0.0000000,0.2742857,0.9282531,0.0412698
2018-01-05 05:22:00,0.0000000,0.2742857,0.9506482,0.0568922
2018-01-05 05:22:30,0.0000000,0.2742857,0.9602778,0.0480368
2018-01-05 05:23:00,0.0000000,0.2742857,0.9612965,0.0395990
2018-01-05 05:23:30,0.0000000,0.2742857,0.9374368,0.0234754
2018-01-05 05:24:00,0.0000000,0.2742857,0.9302776,0.0336675
2018-01-05 05:24:30,0.0000000,0.2742857,0.9452775,0.0441938
2018-01-05 05:25:00,0.0000000,0.2742857,0.9261105,0.0385965
2018-01-05 05:25:30,0.0000000,0.2742857,0.9655778,0.0317460
2018-01-05 05:26:00,0.0000000,0.2742857,0.9904657,0.0319967
2018-01-05 05:26:30,0.0000000,0.2742857,0.9526935,0.0295739
2018-01-05 05:27:00,0.0000000,0.2742857,0.9516775,0.0421888
2018-01-05 05:27:30,0.0000000,0.2742857,0.9423164,0.0391813
2018-01-05 05:28:00,0.0000000,0.2742857,0.9363888,0.0418546
2018-01-05 05:28:30,0.0000000,0.2742857,0.9245362,0.0343358
2018-01-05 05:29:00,0.0000000,0.2742857,0.9200927,0.0284879
2018-01-05 05:29:30,0.0000000,0.2742857,0.9276862,0.0319967
2018-01-05 05:30:00,0.0000000,0.2742857,0.9435184,0.0234754
2018-01-05 05:30:30,0.0000000,0.2742857,0.9226047,0.0372598
2018-01-05 05:31:00,0.0000000,0.2742857,0.9095372,0.0450292
2018-01-05 05:31:30,0.0000000,0.2742857,0.9318520,0.0479532
2018-01-05 05:32:00,0.0000000,0.2742857,0.9258326,0.0436926
2018-01-05 05:32:30,0.0000000,0.2742857,0.9095399,0.0449457
2018-01-05 05:33:00,0.0000000,0.2742857,0.8775000,0.0470343
2018-01-05 05:33:30,0.0000000,0.2742857,0.8568515,0.0491228
2018-01-05 05:34:00,0.0000000,0.2742857,0.8596276,0.0406850
2018-01-05 05:34:30,0.0000000,0.2742857,0.8641667,0.0273183
2018-01-05 05:35:00,0.0000000,0.2742857,0.8708333,0.0364244
2018-01-05 05:35:30,0.0000000,0.2742857,0.8698148,0.0457811
2018-01-05 05:36:00,0.0000000,0.2742857,0.8691667,0.0517126
2018-01-05 05:36:30,0.0000000,0.2742857,0.8662963,0.0557226
2018-01-05 05:37:00,0.0000000,0.2742857,0.8634259,0.0627402
2018-01-05 05:37:30,0.0000000,0.2742857,0.8587963,0.0634085
2018-01-05 05:38:00,0.0000000,0.2742857,0.8595370,0.0609023
2018-01-05 05:38:30,0.0000000,0.2742857,0.8548148,0.0596491
2018-01-05 05:39:00,0.0000000,0.2742857,0.8438888,0.0561404
2018-01-05 05:39:30,0.0000000,0.2742857,0.8370370,0.0527987
2018-01-05 05:40:00,0.0000000,0.2742857,0.8322223,0.0500418
2018-01-05 05:40:30,0.0000000,0.2742857,0.8226852,0.0502924
2018-01-05 05:41:00,0.0000000,0.2742857,0.8130556,0.0504595
2018-01-05 05:41:30,0.0000000,0.2742857,0.8013889,0.0498747
2018-01-05 05:42:00,0.0000000,0.2742857,0.8000925,0.0477026
2018-01-05 05:42:30,0.0000000,0.2742857,0.8133336,0.0497076
2018-01-05 05:43:00,0.0000000,0.2742857,0.8216666,0.0464495
2018-01-05 05:43:30,0.0000000,0.2742857,0.8311111,0.0456976
2018-01-05 05:44:00,0.0000000,0.2742857,0.8359259,0.0460317
2018-01-05 05:44:30,0.0000000,0.2742857,0.8362037,0.0446115
2018-01-05 05:45:00,0.0000000,0.2742857,0.8307408,0.0388471
2018-01-05 05:45:30,0.0000000,0.2742857,0.8349074,0.0455305
2018-01-05 05:46:00,0.0000000,0.2742857,0.8344444,0.0512949
2018-01-05 05:46:30,0.0000000,0.2742857,0.8333333,0.0501253
2018-01-05 05:47:00,0.0000000,0.2742857,0.8377775,0.0470343
2018-01-05 05:47:30,0.0000000,0.2742857,0.8571299,0.0412698
2018-01-05 05:48:00,0.0000000,0.2742857,0.8740739,0.0406015
2018-01-05 05:48:30,0.0000000,0.2742857,0.8880556,0.0322473
2018-01-05 05:49:00,0.0000000,0.2742857,0.8856481,0.0290727
2018-01-05 05:49:30,0.0000000,0.2742857,0.8791665,0.0254804
2018-01-05 05:50:00,0.0000000,0.2742857,0.8609219,0.0124478
2018-01-05 05:50:30,0.0000000,0.2742857,0.8257353,0.0130326
2018-01-05 05:51:00,0.0000000,0.2742857,0.8175927,0.0214703
2018-01-05 05:51:30,0.0000000,0.2742857,0.8276853,0.0232247
2018-01-05 05:52:00,0.0000000,0.2742857,0.8361111,0.0228906
2018-01-05 05:52:30,0.0000000,0.2742857,0.8587053,0.0209691
2018-01-05 05:53:00,0.0000000,0.2742857,0.8719443,0.0310777
2018-01-05 05:53:30,0.0000000,0.2742857,0.8781481,0.0408521
2018-01-05 05:54:00,0.0000000,0.2742857,0.8812958,0.0450292
2018-01-05 05:54:30,0.0000000,0.2728571,0.9018518,0.0502924
2018-01-05 05:55:00,0.0000000,0.2728571,0.9224070,0.0508772
2018-01-05 05:55:30,0.0000000,0.2728571,0.9432412,0.0456140
2018-01-05 05:56:00,0.0000000,0.2728571,0.9587965,0.0344194
2018-01-05 05:56:30,0.0000000,0.2728571,0.9729515,0.0197995
2018-01-05 05:57:00,0.0000000,0.2728571,0.0021331,0.0091061
2018-01-05 05:57:30,0.0000000,0.2728571,0.9326444,0.0000000
2018-01-05 05:58:00,0.0000000,0.2728571,0.8557334,0.0045948
2018-01-05 05:58:30,0.0000000,0.2714286,0.8259259,0.0178780
2018-01-05 05:59:00,0.0000000,0.2714286,0.8265741,0.0274018
2018-01-05 05:59:30,0.0000000,0.2714286,0.8145377,0.0234754
2018-01-05 06:00:00,0.0000000,0.2714286,0.7962037,0.0144528
2018-01-05 06:00:30,0.0000000,0.2714286,0.7979629,0.0037594
2018-01-05 06:01:00,0.0000000,0.2714286,0.8152777,0.0006683
2018-01-05 06:01:30,0.0000000,0.2714286,0.8510225,0.0000000
2018-01-05 06:02:00,0.0000000,0.2714286,0.8788891,0.0000000
2018-01-05 06:02:30,0.0000000,0.2714286,0.9025929,0.0000000
2018-01-05 06:03:00,0.0000000,0.2714286,0.9313884,0.0000000
2018-01-05 06:03:30,0.0000000,0.2714286,0.0083843,0.0000000
2018-01-05 06:04:00,0.0000000,0.2714286,0.0730578,0.0000000
2018-01-05 06:04:30,0.0000000,0.2714286,0.0691778,0.0000000
2018-01-05 06:05:00,0.0000000,0.2714286,0.0215683,0.0000000
2018-01-05 06:05:30,0.0000000,0.2714286,0.0045390,0.0020050
2018-01-05 06:06:00,0.0000000,0.2714286,0.9935185,0.0024227
2018-01-05 06:06:30,0.0000000,0.2714286,0.9937035,0.0123642
2018-01-05 06:07:00,0.0000000,0.2714286,0.0131499,0.0142022
2018-01-05 06:07:30,0.0000000,0.2714286,0.9947147,0.0022556
2018-01-05 06:08:00,0.0000000,0.2714286,0.9869051,0.0000000
2018-01-05 06:08:30,0.0000000,0.2714286,0.0177699,0.0000000
2018-01-05 06:09:00,0.0000000,0.2714286,0.0386050,0.0000000
2018-01-05 06:09:30,0.0000000,0.2714286,0.9617594,0.0000000
2018-01-05 06:10:00,0.0000000,0.2714286,0.9296240,0.0005013
2018-01-05 06:10:30,0.0000000,0.2714286,0.9071285,0.0011696
2018-01-05 06:11:00,0.0000000,0.2714286,0.9298184,0.0134503
2018-01-05 06:11:30,0.0000000,0.2714286,0.9478706,0.0250627
2018-01-05 06:12:00,0.0000000,0.2714286,0.9470369,0.0414369
2018-01-05 06:12:30,0.0000000,0.2714286,0.9275022,0.0379282
2018-01-05 06:13:00,0.0000000,0.2714286,0.9087962,0.0390977
2018-01-05 06:13:30,0.0000000,0.2714286,0.9216668,0.0487051
2018-01-05 06:14:00,0.0000000,0.2714286,0.9275019,0.0411863
2018-01-05 06:14:30,0.0000000,0.2714286,0.9487968,0.0265664
2018-01-05 06:15:00,0.0000000,0.2714286,0.9524073,0.0210526
2018-01-05 06:15:30,0.0000000,0.2714286,0.9864530,0.0119465
2018-01-05 06:16:00,0.0000000,0.2714286,0.0540741,0.0073517
